plantBEC,seedBEC,HTp
ICHmc1,ESSFvcw,0.770110053
ESSFmmp,SBPSdc,0.770097457
MSdk,CWHxm2,0.770088481
ICHmk2,CWHwh1,0.770083873
MHunp,ICHvk1,0.770064856
ESSFmw2,IDFdh,0.770047496
SBSvk,ESSFmv1,0.770046124
MHmm1,SBSmc1,0.770044952
BWBSwk1,BWBSwk3,0.770018208
ESSFxvw,ICHdw4,0.770015921
ICHmw3,CWHvh2,0.770001884
SWBun,ESSFwcp,0.769998965
ESSFmwp,CWHxm2,0.769998946
IDFdk3,ESSFmc,0.769992056
ESSFmw2,ESSFvcp,0.76997129
ESSFdv2,MHwh1,0.769940058
ESSFmcp,ICHmw5,0.769939571
ICHdk,CWHwh1,0.76993326
ICHmk3,ESSFwv,0.769930788
ICHwc,ESSFdk2,0.769915442
SBSmc2,ESSFwcw,0.769890624
CWHvm2,SBSvk,0.769864011
MHwh1,ESSFmm1,0.769862775
ESSFwmw,SBSdk,0.769853465
SBPSdc,ESSFdcw,0.769811539
ICHdw3,ESSFdk1,0.769799156
ICHmw1,BWBSmw,0.769796967
SWBuns,ICHwk2,0.769796892
BWBSwk1,ESSFxv1,0.769788008
IDFmw2,CWHms2,0.769781094
CWHws1,ICHmk5,0.7697621
ESSFwmw,IDFdm2,0.769695248
CWHws2,SBSdw3,0.769684224
SBSun,ESSFwc3,0.769683401
MSdm3,CDFmm,0.769663414
ESSFmwp,ESSFunp,0.769658328
ICHdw3,CWHwh1,0.769643528
SBSwk2,BWBSwk3,0.769637706
IDFxh2,SBSmm,0.769635257
SWBmks,MSdv,0.769626595
ICHmw5,ESSFmw,0.769624152
ESSFxc1,ESSFdvp,0.769596867
ICHxm1,ICHwk3,0.76959287
ESSFxc1,CDFmm,0.769568483
ICHwc,ESSFwm3,0.769563485
CWHwh1,ICHmc2,0.769554549
ESSFmww,ESSFdkp,0.769526069
ESSFmh,IDFxh2,0.769509073
SBSmh,BWBSwk1,0.769494275
CWHmm1,CWHwm,0.769481681
ESSFxc1,ESSFxvp,0.769481547
CWHxm2,ICHdm,0.769478623
MHun,SBSdk,0.769465505
MSdm1,SBSwk2,0.769464412
SWBvks,SWBmk,0.769442375
ESSFdcp,ESSFunp,0.769423027
MSdc3,CWHwh2,0.769402972
ESSFdv2,MHwhp,0.769393011
CWHms2,ICHmk4,0.769392893
CWHwh2,ICHvc,0.769392536
ICHxm1,SBSdw3,0.769376022
ESSFmv4,ESSFxv2,0.769370222
CWHvm2,ICHmm,0.76936616
ESSFwh2,ESSFwc3,0.769365263
ICHvk1,MSdc2,0.769361241
ICHmk4,SBSmc3,0.769352887
ESSFwh1,ESSFmv1,0.76933633
ESSFmmp,MSxk1,0.769320929
ICHxm1,SBSmm,0.769310359
SBSwk2,SWBmk,0.769306164
IDFdk3,CWHxm1,0.769301741
CWHwh2,ESSFmk,0.76928258
ESSFwc4,MSxk2,0.769282082
ICHmc2,CWHvm2,0.769280156
ICHvk2,MSdc3,0.769278755
BWBSmk,ICHwc,0.769277902
CWHmm2,ICHmc2,0.769267078
MHmm2,ESSFxc1,0.769252573
ESSFmv2,ICHdw4,0.769250762
SBSdh2,ESSFdcw,0.769245973
CDFmm,CWHms2,0.769224791
ESSFmv3,MHmm1,0.769224435
ESSFdcw,IDFxm,0.769210091
ICHwc,ESSFdh2,0.769198278
BWBSvk,ESSFwh1,0.769181871
IDFdk3,ESSFmw,0.76917629
ESSFwc3,CWHds1,0.7691721
BWBSdk,MSdw,0.769145552
MSdc1,ESSFwmw,0.769123106
MSdk,ESSFwk2,0.769122201
ESSFmcp,CWHds2,0.769117159
CWHms2,ESSFwh1,0.769096196
CWHmm1,ICHwk2,0.769091386
ICHxm1,CWHmm2,0.769088743
MSdm1,CWHvm2,0.769067562
CWHmm1,MHwhp,0.769060043
MSxk1,SBSmk2,0.769008217
ESSFmmw,SBSmk2,0.768994099
ESSFdh2,CWHwh1,0.768987059
SBSwk2,ESSFdcw,0.768978991
ESSFdkw,IDFdk5,0.768978531
MHwhp,ICHmm,0.768969962
BWBSdk,CWHws2,0.768960713
MHwhp,ESSFwc3,0.768949267
ESSFmm3,IDFxm,0.768945303
ICHmk4,IDFxx1,0.768933219
ESSFdc3,IDFxx1,0.768908507
SBSdw3,CWHms2,0.768894706
SBSdk,ESSFmm1,0.7688938
ESSFdc3,IDFxc,0.768884127
ESSFun,SBPSmc,0.768882606
BWBSdk,MSdc2,0.768808316
SBSun,IDFmw2,0.768797347
ICHwc,ICHxm1,0.768791807
IDFxw,CWHws1,0.768786068
ESSFvc,ESSFdcp,0.768755876
IDFdw,ESSFdk2,0.76873456
SWBmk,ESSFmh,0.768734106
ESSFmm1,IDFww,0.768719729
BWBSmw,CWHws2,0.768718633
CWHwm,ESSFmw,0.768711148
SBSwk1,SBPSxc,0.768706382
ESSFwcw,ICHdw4,0.768692827
ICHwk1,SBSwk3,0.768692347
IDFdk3,ESSFwc2,0.76868308
ICHxw,ICHwk2,0.768659393
MHwh,SWBvk,0.7686512
ESSFdcp,SBSmk2,0.768646909
ICHmk5,ESSFdv2,0.768639191
IDFdc,ICHvc,0.76863006
IDFxh1,SBSdw2,0.768621878
ESSFmc,MHwhp,0.768597189
ESSFwcp,SBSdw3,0.768580043
MHwhp,ICHmc1,0.768571336
ESSFmmp,SBPSmc,0.768566256
IDFmw2,MSxk2,0.76854765
MSxk1,ESSFdvw,0.76854676
ESSFwcw,CWHxm2,0.768521769
MSdm3,ESSFwv,0.768521102
CWHxm1,IDFxx1,0.768494805
MSxk1,MHmm2,0.76849383
BWBSwk1,ESSFmkp,0.768493515
MSxk2,ESSFmkw,0.768485395
ICHvc,CWHxm2,0.768469504
ICHxm1,ICHwk4,0.76845057
MHmmp,ESSFdh1,0.768449274
SBSmk2,MSxk3,0.768438492
IDFdh,SBSdw1,0.768432887
ICHmk4,SBSdk,0.768432604
ICHmw5,ESSFwm3,0.768415271
ICHwc,ESSFmw2,0.768407055
ICHmw3,SBSmc2,0.768373276
CWHds1,IDFww1,0.768338271
CWHds2,ESSFdc1,0.768337422
ESSFwcw,BWBSwk2,0.768330315
ICHmw1,ESSFxc1,0.768316474
ESSFmv2,MHwh,0.768311644
ESSFxc2,SBSun,0.768302815
MSxv,BWBSdk,0.768294547
ICHwk3,MHmmp,0.768285482
CWHms1,ESSFmww,0.768279262
CWHds2,ESSFdc2,0.768263753
ESSFxc3,CWHvm2,0.768231763
CDFmm,PPxh1,0.76822956
ICHdw3,SBSwk3,0.768224466
ESSFxcp,CWHvm2,0.768222404
ESSFwc2,BWBSwk2,0.768220394
ICHmc2,IDFdk1,0.76821672
MSdc2,ESSFun,0.768209799
IDFdk2,CWHms2,0.768203172
ESSFmcp,ICHdw3,0.768184721
ICHmw3,ESSFwm2,0.768183125
ICHmw2,ESSFwc2,0.768151141
MHwhp,CWHds2,0.768124879
BWBSvk,CWHmm1,0.768114975
ESSFwc2,ESSFmv3,0.768111194
CWHwm,CWHvh1,0.768097006
MSdk,BWBSwk2,0.768085871
CWHvm1,ICHvk1,0.76806613
ESSFwc4,ESSFdvw,0.7680657
ESSFwmp,CWHds1,0.768055762
ESSFwk1,SBSun,0.768054954
ESSFmmp,MSdm2,0.768051775
ICHwk4,MHmmp,0.768045011
CWHms2,ICHwk4,0.768034581
ESSFdk1,IDFxm,0.768022463
ICHdw1,IDFxm,0.76801339
ESSFwc3,SWBmks,0.767999141
MHwhp,ESSFwm2,0.767982467
ESSFmw1,ESSFxvw,0.767979244
ESSFdvw,SBSmk2,0.767971369
BWBSdk,IDFxm,0.767933885
ICHmm,ESSFwc3,0.767913504
SBSmc2,ESSFwmw,0.767912162
MHwhp,ESSFmkp,0.767906055
CWHmm2,ICHmw1,0.767905259
CWHws1,ESSFmw1,0.767901058
ICHwk1,SBSdk,0.767883463
MHwhp,ESSFwk2,0.767877177
IDFdk2,CWHws2,0.767870515
CWHwh1,ESSFmw1,0.767859511
SBSwk1,ESSFwcw,0.767848055
MHmmp,ESSFmcp,0.767842112
CWHdm,ICHxm1,0.767838162
ESSFdh2,ESSFmm3,0.767835627
ESSFun,MSdw,0.767832019
ESSFvcp,MHun,0.767828471
MSdc1,CWHwm,0.767817672
ICHmc2,IDFdk4,0.767783834
ESSFun,SBSmh,0.76776636
ESSFwm2,ESSFwvw,0.767735472
CWHws2,ESSFwc3,0.767733786
ESSFwm3,CWHvh1,0.767731599
ICHmm,MSdv,0.767716933
SBSmc2,CWHmm2,0.767716926
IDFdk4,ESSFwc2,0.767701702
IDFxc,ICHdk,0.767686247
MHun,ICHmk5,0.767681309
SBSwk2,MHmmp,0.767661242
ICHwk2,SBPSxc,0.767658533
ESSFmv2,IDFdk3,0.767658481
IDFxx1,ICHmw5,0.767657109
IDFxh1,ICHmw1,0.767591975
ESSFmvp,CWHms1,0.767569837
ESSFwc2,IDFdk2,0.767564513
ICHxw,ICHmk3,0.76754935
MHwh,ESSFmh,0.767534619
ESSFwm4,MHmmp,0.767516008
IDFdk3,ESSFvc,0.767511392
ESSFwvw,SWBun,0.767509386
IDFxm,ICHvc,0.767503647
ICHvk1,ESSFmv2,0.767473385
ESSFdc3,CWHwh2,0.767472107
ICHdw3,BWBSwk1,0.767448887
ICHvc,CWHwh2,0.767424693
ICHxw,ICHmc2,0.767415828
ESSFwc2,ICHxw,0.767410217
CWHwh1,ICHvk2,0.767407025
ESSFun,ESSFdv2,0.767405971
ESSFdvp,SWBmks,0.767389219
ICHmk4,SBSwk2,0.76738198
ESSFwk1,IDFdw,0.767379526
ICHvc,CWHvm1,0.767374879
SWBvk,ESSFmcw,0.767371425
ESSFwh3,IDFdm1,0.767358336
ESSFwmw,CWHvh3,0.7673334
ESSFdkp,MHun,0.767327997
IDFxc,SBSdw2,0.767321379
ICHmc1,CWHvh3,0.767315986
ESSFmvp,MSdc1,0.767293253
SWBun,MSdk,0.767285463
MSxv,MHmm1,0.767283005
ESSFwvw,SBPSxc,0.767267008
ESSFmww,ESSFmv3,0.76725456
ICHmk2,BWBSmw,0.76723604
SBSwk2,IDFdk4,0.767229394
SBSmm,ESSFxv2,0.767212216
IDFww,ESSFwh2,0.767202383
ESSFdk1,ESSFwcp,0.767201781
ICHmk5,ESSFmv2,0.76720006
SWBun,ESSFmw,0.767191782
ESSFmv3,ESSFxvp,0.767186819
ESSFdcp,IDFdm1,0.767177275
ICHdw1,IDFdk3,0.767169504
MHun,ESSFwh2,0.767164559
ESSFwc2,ESSFun,0.767159156
ESSFvc,IDFmw2,0.767132841
CWHmm1,ICHmk1,0.767129138
ICHmc2,MSxk1,0.767087011
ESSFxvw,IDFdm2,0.7670538
SWBun,ICHmk5,0.767026562
SBSmw,ESSFmv2,0.76702636
ESSFwv,CWHvh2,0.767021751
ICHvc,ESSFxc2,0.767019241
ESSFvc,IDFdk5,0.767013697
SBSmw,ESSFwk2,0.767008175
SBSdw1,ESSFmc,0.766997482
MHwh,ESSFwm2,0.766990701
SWBvk,CWHms2,0.766974525
ESSFxc1,CWHdm,0.766966907
ESSFdvw,IDFxm,0.766946192
ESSFdk1,IDFdk4,0.766911979
SBSwk2,MSdv,0.76690597
CWHmm1,ESSFmw1,0.766894428
CWHds1,ESSFwh1,0.766881727
SBSmc1,ESSFxv2,0.766860631
MSdc2,CWHvm1,0.766856593
CWHds2,ICHwc,0.766855489
ESSFxcp,SBSmk2,0.766851041
ICHdm,BWBSwk1,0.766848668
MHmmp,ESSFmwp,0.766846755
ICHvk2,MHwh,0.766837052
ESSFdv1,ESSFvcp,0.766833402
ESSFwc3,ESSFdh2,0.766823971
CWHws2,SBSmc2,0.766818522
BWBSwk1,MHmm1,0.766780415
ESSFmkw,IDFdk2,0.766780066
MSdm1,MHmm2,0.766772521
IDFww1,ESSFdh1,0.766763838
IDFmw2,ESSFwh2,0.766749649
ICHvk1,IDFdk3,0.766734842
ICHmk3,ESSFwk2,0.766690366
BWBSwk2,MSdc2,0.766678186
ESSFwm1,ESSFwcp,0.766677321
ICHxm1,IDFdw,0.766654991
SBSdw1,MSdv,0.766651852
CWHvh2,ICHvk1,0.766651077
IDFxh1,IDFdw,0.766647816
SBSdw1,ESSFdk2,0.766647596
CWHvm1,ICHwk1,0.766640961
ESSFmw1,ESSFmkp,0.766636558
SBSdw2,CWHxm2,0.766616229
CWHds2,SBSdw3,0.766612147
ESSFdv1,SBSun,0.766608577
ICHmm,MHwh1,0.766590247
ICHmk4,CWHvh2,0.766588365
ESSFmm1,IDFdk3,0.766556801
ESSFxv2,BWBSvk,0.766534853
ICHmm,ESSFwcw,0.766534832
MSdk,CWHmm1,0.766534089
BWBSdk,ESSFdk2,0.766533886
IDFww,CWHws2,0.766509069
ESSFmwp,ESSFmv4,0.766498008
SBSwk1,ESSFdcw,0.766480283
ESSFwm2,IDFdk1,0.766470867
CWHwm,ESSFmkw,0.766461949
ICHmm,SBPSxc,0.766450858
ESSFxc1,CWHvm2,0.766445344
CWHmm2,ICHdk,0.766427174
CWHds2,MSxk1,0.76641367
MHmmp,ICHdk,0.766409899
ESSFdkp,CWHds2,0.766397103
ESSFdv2,ESSFmcp,0.766396341
SBSwk3,ESSFxc1,0.766393443
CWHvh3,CDFmm,0.766386887
ESSFvc,ICHxw,0.766382861
IDFdk4,ESSFdv2,0.766378157
ESSFxv2,CWHwh2,0.766369808
BWBSwk1,BWBSdk,0.76633314
PPxh2,CDFmm,0.766326481
SBSvk,BWBSmw,0.766323422
ICHmm,BWBSwk2,0.766305896
ESSFdc1,ESSFvcp,0.76629552
CWHwh2,ICHdw1,0.766287368
ESSFwh3,BWBSwk1,0.766280469
IDFdm2,ESSFwh1,0.766279394
ESSFwm3,ESSFmmp,0.766223861
IDFdc,CWHms2,0.766223195
CWHds2,ESSFwk1,0.766213638
ESSFvc,ESSFxc1,0.766177445
ESSFmh,ESSFwcw,0.766174199
BWBSwk2,MSxv,0.766160098
ICHxm1,MSdc1,0.766146893
IDFdk2,SBSwk3,0.766141723
ICHmw5,ESSFxc2,0.766132591
ESSFvc,SBPSdc,0.766129518
ESSFwm1,CWHwh1,0.766120599
ICHmw3,IDFxc,0.766104168
ESSFwv,CWHvh3,0.766104059
SBPSxc,ESSFwk2,0.766091451
ESSFmkw,MHunp,0.766084047
SWBun,ICHvk1,0.766076736
SBSmc1,CWHwh2,0.766073836
CWHwm,SBSmm,0.766051586
ESSFdk1,IDFdk1,0.766041561
MHwh,ICHmw3,0.766017181
MHwhp,ICHmw2,0.765985378
ESSFxc1,CWHwh1,0.765984588
MSxk2,ESSFdvw,0.765972375
ESSFxc2,ESSFdkp,0.765956887
ICHwk2,ESSFmc,0.765956115
ICHmc1,MHun,0.765951273
SWBvk,ICHwk2,0.765943919
SBSwk1,CWHdm,0.765933973
ICHdw3,ESSFwc2,0.76592803
SBPSxc,ESSFwm3,0.765923567
MSxv,ESSFvcp,0.765922175
ESSFdk1,ESSFxcw,0.765919072
SBSmc2,BWBSdk,0.765914004
SBSwk1,MSxk2,0.765905678
ICHdm,ESSFxc1,0.765896767
ESSFmw1,IDFxh2,0.765882845
ICHmw4,MSdc1,0.765869077
ESSFxc2,CWHxm1,0.76586038
ESSFxc3,IDFww1,0.765842945
ESSFmm1,ESSFunp,0.765833663
CWHdm,ICHmw5,0.765823449
ICHmk3,ESSFmv2,0.765817036
MHwh,ESSFdc1,0.765813623
MHwh1,ICHmw3,0.765798162
ESSFdk1,CWHwh1,0.765796516
IDFdk3,ESSFwc4,0.765773325
ESSFwvp,SBSdk,0.765761292
SBSmw,MSdv,0.765746964
MSdm2,SBSwk2,0.76574226
ESSFmh,ESSFmc,0.765718109
ICHwk1,SBSmc3,0.76570302
CWHwm,ESSFvcw,0.76569754
CWHwh2,ESSFvcw,0.765695537
ESSFmv2,MSxk3,0.765682927
ICHdw4,CWHws2,0.765678514
MHwh,ESSFmkp,0.765678503
MHmm2,ESSFxv2,0.765659547
SWBmks,ESSFmh,0.765651259
CWHvh3,ICHwk4,0.765640936
ESSFwc4,SBSdk,0.765630526
ICHwk2,IDFww1,0.765625542
ICHvc,ESSFun,0.765613074
IDFxx2,ICHwk1,0.765604348
ESSFwc3,MSdm2,0.765597933
PPxh2,SBSmh,0.765588362
ICHvc,CWHvh2,0.76558758
ESSFmkw,SWBmk,0.76557606
MSxk3,ESSFmkp,0.765510635
ESSFwh3,SBSmk1,0.765499552
SBSun,MSdm1,0.765498483
CWHds2,SBPSmk,0.765490218
BWBSvk,CWHds1,0.765465774
SBSmc1,ESSFdkw,0.765450108
SBSwk3,ESSFxc3,0.765439369
ICHmk5,ESSFwk2,0.765433343
MSdk,ESSFwv,0.765431841
ESSFxc2,CWHdm,0.765425445
CWHvm2,ICHdw3,0.765410597
IDFdk2,ESSFxc2,0.765396779
SBSmk1,ESSFdcw,0.765388398
CWHwm,SBSmk1,0.765387909
MSdc1,ESSFwv,0.765363684
ESSFwk1,ESSFxv2,0.765358881
ESSFwmp,CWHmm1,0.765341644
MSdc2,ESSFmv4,0.765325529
ESSFwh1,SBPSmc,0.765321406
MSxv,ESSFdvp,0.765315104
SBSun,ESSFmkw,0.765302541
ICHwk2,ESSFmv2,0.765294065
MSdw,ESSFdcw,0.765285657
ICHwk1,ESSFxc2,0.765283422
ESSFwmw,ESSFun,0.765271051
IDFdc,CWHdm,0.765261292
ICHxm1,MSxk1,0.765258972
ICHmc2,ESSFwc4,0.765226234
ICHdw4,SBSmm,0.765216207
ESSFmc,CWHwh2,0.765210492
ESSFwh1,SBSdk,0.76520439
ESSFdh1,ESSFmv1,0.765153725
ESSFdk2,MHwh1,0.765152546
SBSmh,ESSFwh3,0.765120784
CWHms1,ICHwc,0.765089218
ICHmk3,MHmm1,0.765089056
MSdc3,ESSFxvp,0.765086762
MSdm2,ESSFmc,0.765071254
ICHmw1,ESSFdv1,0.765067607
IDFdk2,ESSFdv1,0.765062471
ESSFxvp,SWBmk,0.765060269
IDFmw2,ICHmc1,0.765030692
SBSdh2,CWHxm2,0.765027775
SWBun,ESSFvcw,0.765026693
CWHvh2,MHmm2,0.765011147
MSdc3,ESSFwvw,0.764981533
MSdc1,CWHwh1,0.764976664
ESSFwh2,ESSFxv1,0.764954387
CWHmm2,ESSFwc2,0.764943751
ESSFmwp,ICHdw4,0.764935176
ICHdw3,MSxk2,0.764935087
SBSvk,ESSFxc2,0.764921871
SBSmh,SBPSxc,0.764883895
CWHxm1,IDFww1,0.764883667
ESSFwh2,IDFdk4,0.76486575
SBSmc2,ESSFwvw,0.764845834
ESSFwcp,MSxk3,0.764842544
ESSFxc1,ESSFmcw,0.764816582
MSdm2,CWHwh1,0.764804962
SBSwk1,MSxv,0.764778314
ESSFmw2,ESSFdvp,0.764764087
ESSFxc3,CWHxm2,0.764757448
CWHwh1,ESSFmh,0.76474752
ESSFmw2,IDFxc,0.764730794
CWHwh2,ESSFdc1,0.764727897
SBSdw2,ESSFmm1,0.764697639
ESSFwm3,ICHxm1,0.764697341
ICHwk3,ESSFwcw,0.764653851
IDFxc,ICHmc2,0.7646405
ICHmc1,MSxk1,0.764638927
IDFdw,CWHxm1,0.764633793
IDFww1,ICHmw1,0.764632822
SWBmks,SBSdw1,0.764627818
MSdw,ESSFmv1,0.764627585
CWHmm2,SBSdh1,0.764624558
SWBvk,ESSFwcp,0.764616558
ESSFwm4,MHwh,0.764613824
SBSun,IDFdw,0.764593638
ICHvc,IDFdc,0.764563143
SBSwk3,ESSFwvw,0.76455555
ICHxw,PPxh2,0.764552678
IDFxh1,ICHmc2,0.764538451
ESSFdvw,SBSun,0.764530745
IDFdc,ESSFmww,0.764521317
SWBvk,ICHwk1,0.764464421
ESSFwk2,ICHdw1,0.76446406
ESSFmmw,SBSun,0.764447512
ICHvk1,IDFdc,0.764425208
SWBmks,MSdk,0.764410817
ESSFdv1,ESSFwcp,0.764399995
ESSFmmw,IDFdk3,0.764387417
SBPSdc,ESSFmww,0.764385949
IDFww,CWHwh1,0.764329059
ICHwk2,ESSFwv,0.764328489
CWHwh1,ICHmk4,0.7643097
CWHds1,ICHwk3,0.764280405
ESSFwc2,ESSFmwp,0.764279409
CWHvh3,ICHdw1,0.764269935
ESSFdv2,ESSFmv4,0.764259902
SWBvk,ESSFwc4,0.764229204
ICHmw2,IDFxc,0.764227019
ESSFwv,ESSFwmp,0.764225988
ICHwk2,CWHwh2,0.764223827
ESSFwc2,SWBvk,0.764222571
ESSFwc3,SBSdk,0.764208784
ESSFwvw,SWBuns,0.764207756
ICHmw1,ESSFwk2,0.764207007
ESSFun,ESSFdc2,0.764199383
IDFdk3,ESSFmm3,0.76419577
ESSFdvp,CWHwh2,0.764194067
ICHmk2,ESSFdcw,0.764179925
ESSFdvp,MHwh,0.764165784
ESSFdkp,BWBSvk,0.764157296
MSxk1,ESSFmm1,0.764144607
ESSFmv2,BWBSwk3,0.764135918
ESSFdv1,ESSFmmp,0.764119739
ESSFwh3,MHmmp,0.764096971
ESSFwvp,BWBSwk3,0.764062714
SWBmk,ESSFdcw,0.764057301
ESSFwk2,ESSFwmp,0.764053243
MHmmp,ESSFdkp,0.764040379
ESSFwm2,IDFdk4,0.764022456
MSxk2,ESSFwmw,0.764021893
SBSdk,ESSFxc3,0.76400884
SBSmc1,ESSFmcw,0.763977402
ICHvk2,BWBSwk2,0.763976362
IDFmw2,CWHmm1,0.763953538
ICHmw3,ESSFmk,0.763934779
ICHwk3,ESSFmv1,0.76393244
SBSmc3,ESSFxcw,0.763929763
ESSFdkw,CWHds1,0.763927524
ICHwk1,IDFxm,0.763919274
IDFww,ICHwk4,0.763914954
CWHws1,SBSdw2,0.763904909
ICHmk3,ESSFdv1,0.763894023
ICHdw3,MSdc3,0.763893937
ESSFun,CWHms1,0.763884647
ICHwc,IDFdk5,0.763877756
ESSFdh2,ICHwc,0.763875622
ESSFxcw,ESSFmv4,0.763853664
ICHdw4,ESSFwh2,0.763828737
MSxv,ESSFwvp,0.763822284
IDFdk1,SBSmk2,0.763820295
SBSmh,CWHdm,0.763818419
IDFxh1,ESSFdh1,0.763801291
ESSFwmp,ICHdw1,0.763797068
ESSFxvp,IDFdk2,0.763796204
IDFdk4,ESSFwc4,0.763793613
ICHwk1,IDFxx2,0.763758609
ICHvk2,ESSFxc2,0.763745663
ESSFun,ICHmw2,0.763740911
ICHxw,IDFxm,0.763740203
ICHmk1,BWBSwk1,0.763731503
CWHmm2,ESSFmw,0.763724153
IDFxx2,SBPSmk,0.763721081
SBSmk2,ESSFwm2,0.763716131
SWBvks,ESSFmv4,0.763714997
ESSFxc2,CWHvm1,0.76370803
SBSmk2,MSxk1,0.763690975
ESSFxc2,ESSFdvp,0.763687175
ESSFwk2,MSdc1,0.763670494
ESSFxv2,CWHmm1,0.763658486
SBSmk1,ESSFun,0.76365824
ICHmm,IDFxx2,0.763656799
BWBSdk,SWBuns,0.763638466
ICHdw1,IDFxh2,0.763636519
MSdm1,ESSFxc3,0.763610691
SBSun,IDFxm,0.763580718
CWHds1,ICHdk,0.763569816
SBSmk2,ESSFxc2,0.763565383
ESSFmm2,ESSFxvw,0.76354529
SBSdh2,CWHmm1,0.76353503
MHmm1,MSdw,0.763516286
CWHws1,MHwhp,0.763505754
SWBvks,SBSwk2,0.76350467
MHmmp,SBSmk1,0.763502903
ESSFmm3,CWHwh2,0.763500355
ESSFwm4,IDFdk4,0.763492713
SBSvk,ICHxw,0.763487369
ESSFmvp,SBPSxc,0.763460239
ESSFdkw,IDFdw,0.763416113
ESSFmw2,IDFxh2,0.763413015
ESSFmv1,ESSFxcp,0.76339718
ICHmk5,ESSFxc3,0.763391025
ESSFwv,IDFmw2,0.76339068
SBPSmk,ESSFxv1,0.763352887
MHmm2,MSxk1,0.763341325
SBSwk1,IDFdk4,0.763339456
ESSFwm1,CWHvh2,0.763333275
SWBun,ESSFwcw,0.763303862
SBSvk,MSdm2,0.763295341
IDFxm,CWHms1,0.763291353
BWBSmk,ICHvc,0.763276059
ESSFxc3,BWBSmw,0.763269884
IDFww,ICHwk3,0.76326843
ESSFmm2,CWHmm1,0.763267802
IDFxc,MSdc1,0.763246547
SWBvks,ESSFmv3,0.763246101
ICHmm,IDFdk4,0.763214606
ICHmm,CWHwh2,0.763211032
ESSFdcp,ICHxm1,0.763191783
ICHmw3,IDFdk1,0.763189877
CWHms1,MSdc2,0.763183599
IDFxx2,SBSdw3,0.763164899
ESSFmv1,CWHvm2,0.763157673
ICHmc2,ESSFwm1,0.763152941
ESSFwv,ESSFdvw,0.763149241
ICHdw1,CWHvh1,0.763139868
CWHvm1,ESSFwh3,0.763127888
SWBuns,SBPSmk,0.763124428
SBSmk2,ESSFwc4,0.763075621
MSxk1,ESSFwmw,0.763075128
IDFxw,SBSmk1,0.763063405
IDFdh,MSdm1,0.763042881
SBPSdc,MHmm2,0.763036866
ICHmk5,SBSun,0.763034849
MSdw,ESSFmww,0.763014422
CWHmm2,MSdm2,0.763009394
ESSFwcw,MHun,0.762962713
ESSFwc2,MSxk2,0.762935335
MHwh,ICHvc,0.762899116
SWBvk,ESSFwh1,0.762887948
SWBmks,CWHws1,0.762887668
CWHxm2,ICHmk1,0.7628845
IDFdk5,ESSFmw1,0.762871974
CWHxm2,ICHmk4,0.762859385
ESSFwc3,CWHvh3,0.7628582
SWBmk,ESSFwmw,0.762848042
ESSFwh2,ESSFxc3,0.76284621
ESSFdc3,BWBSvk,0.762824664
ICHdm,SBPSxc,0.762821343
ESSFmcp,BWBSmw,0.762814
ESSFxcw,CWHxm2,0.762803284
ESSFmv2,ESSFdkp,0.762768322
CWHxm1,IDFmw2,0.762746243
SBPSxc,MHmm2,0.762740829
ESSFmcw,IDFdk4,0.762729872
ESSFunp,ESSFmwp,0.762721281
ESSFmcp,ICHmw2,0.762698859
ICHwc,SBPSmc,0.762695004
ICHmw4,IDFdc,0.762691353
ESSFwc3,CWHwh1,0.762688744
ESSFdvw,CWHxm2,0.762686789
ICHwk4,BWBSwk2,0.762680694
ESSFxc2,IDFww1,0.76265966
ESSFwmw,IDFdw,0.762629142
IDFdm1,CWHdm,0.762625198
ESSFdkp,SBPSxc,0.762618412
ICHmw5,MHmm1,0.762601736
SBSvk,CWHdm,0.762599506
SBSmc1,ESSFmv3,0.762580251
MSdv,CWHvm2,0.762575555
ESSFmv2,MSxk1,0.762573958
ESSFwh2,MHwhp,0.762570131
IDFdm1,ICHvk1,0.76255306
ICHdm,MSxk3,0.762547012
SWBvk,ICHmc2,0.762538352
SBSwk2,BWBSdk,0.762537801
MSxk1,ESSFmkw,0.76250024
BWBSmw,ESSFwv,0.762492299
CWHwm,ESSFwm4,0.7624859
ESSFmm1,CWHxm2,0.762485329
ICHmc2,ESSFmw2,0.762469345
ESSFmw,SBSmk2,0.762467173
SBPSmk,CWHxm2,0.762463503
MHmm2,ESSFdvw,0.762450229
SBSmc3,ESSFwvw,0.762444056
ESSFwm1,ESSFxv2,0.762433649
SWBvk,CWHvh2,0.762432949
ESSFmw2,ESSFwvw,0.762432833
ICHvk2,MSdm2,0.762427204
ICHmw3,MHmm1,0.762426504
ICHmw5,ICHwc,0.762415599
ICHmw5,ESSFmm2,0.762413055
ESSFwcw,ESSFdvp,0.76238628
ESSFdc1,IDFxh1,0.76238466
ESSFwc4,ESSFmcw,0.762374472
ESSFmm3,ICHxw,0.762365823
SBPSxc,ESSFmv3,0.76235831
SBPSmc,ESSFxcw,0.762355695
SBSvk,CWHvh3,0.762313571
MSxk2,CWHxm1,0.762305452
CWHds1,MHmm1,0.762303603
ICHmk2,CWHvm1,0.762303125
ICHmw4,ESSFmw,0.762294578
ICHvc,IDFxm,0.762272542
ESSFdcw,SBSmk2,0.762261716
SBSwk1,MSdv,0.762260064
ICHmc2,MSdc2,0.76225085
ICHvc,SWBvk,0.762237114
